student_id,weekly_self_study_hours,attendance_percentage,class_participation,total_score,grade
195202,13.6,83.6,9.1,99.5,A
195203,12.1,80.4,4.6,86.9,A
195204,17.0,90.2,7.0,96.2,A
195205,20.7,86.5,5.2,100.0,A
195206,8.5,98.3,9.0,78.0,B
195207,22.9,65.7,6.7,100.0,A
195208,6.6,86.0,5.6,54.2,D
195209,25.3,86.6,4.4,100.0,A
195210,19.9,100.0,6.1,97.9,A
195211,5.2,71.1,6.5,65.2,C
195212,11.5,69.0,7.1,72.9,B
195213,25.1,83.6,2.6,100.0,A
195214,17.2,78.5,7.3,78.3,B
195215,2.7,100.0,8.3,52.8,D
195216,17.5,79.2,5.4,83.9,B
195217,7.5,89.0,1.3,74.4,B
195218,21.3,80.5,4.5,95.5,A
195219,20.1,80.3,7.9,85.1,A
195220,18.0,66.4,7.7,94.2,A
195221,16.3,65.5,3.6,88.5,A
195222,7.3,92.9,8.2,73.4,B
195223,16.2,70.9,2.9,82.7,B
195224,18.3,84.1,5.1,82.0,B
195225,19.9,75.8,7.0,86.1,A
195226,22.4,74.5,7.8,100.0,A
195227,12.1,99.1,5.8,92.9,A
195228,13.8,83.3,7.0,100.0,A
195229,9.7,80.8,4.0,73.8,B
195230,9.9,92.9,6.8,63.5,C
195231,14.9,85.3,8.3,85.1,A
195232,28.0,84.0,5.8,100.0,A
195233,15.0,92.2,4.3,92.1,A
195234,28.5,65.7,4.2,100.0,A
195235,13.4,88.9,4.1,94.2,A
195236,4.5,66.1,8.7,89.9,A
195237,7.8,78.9,8.2,78.2,B
195238,0.7,99.9,6.2,69.8,C
195239,9.3,90.2,5.9,86.8,A
195240,16.8,98.2,4.5,100.0,A
195241,20.0,98.0,9.2,100.0,A
195242,21.1,87.4,9.6,96.0,A
195243,14.2,91.6,5.4,85.6,A
195244,26.3,74.6,5.3,100.0,A
195245,12.0,88.3,2.4,88.4,A
195246,14.5,69.1,4.9,79.2,B
195247,16.4,89.2,8.0,82.1,B
195248,5.7,89.0,6.2,74.1,B
195249,16.6,83.6,7.1,100.0,A
195250,14.6,84.9,6.9,90.9,A
195251,16.5,82.9,6.8,95.7,A
195252,14.8,90.8,9.1,84.6,B
195253,24.3,90.3,6.7,100.0,A
195254,5.4,89.6,7.6,75.4,B
195255,19.4,71.4,4.6,95.6,A
195256,12.8,76.1,6.9,89.3,A
195257,15.2,89.4,6.8,84.5,B
195258,4.5,79.6,5.5,63.1,C
195259,15.0,93.9,5.9,100.0,A
195260,14.5,100.0,10.0,80.6,B
195261,0.3,100.0,7.4,48.2,D
195262,15.7,73.7,8.3,73.6,B
195263,16.7,82.1,6.4,92.6,A
195264,0.0,100.0,5.0,59.4,C
195265,21.1,68.6,5.4,100.0,A
195266,12.9,87.2,8.5,66.2,C
195267,20.1,91.9,5.6,100.0,A
195268,15.5,86.7,7.9,76.0,B
195269,29.6,76.8,5.1,100.0,A
195270,14.8,67.0,6.6,77.7,B
195271,19.2,92.8,6.1,99.5,A
195272,19.5,90.8,4.3,100.0,A
195273,3.9,75.6,5.4,67.0,C
195274,12.5,72.9,4.3,89.2,A
195275,4.7,100.0,5.2,63.6,C
195276,8.6,83.1,7.2,64.4,C
195277,19.4,84.3,5.8,100.0,A
195278,26.6,85.0,6.1,100.0,A
195279,21.0,69.8,8.3,90.2,A
195280,11.2,52.7,5.7,87.1,A
195281,13.2,96.0,4.8,87.9,A
195282,14.4,100.0,5.4,92.0,A
195283,10.6,71.8,5.2,87.6,A
195284,24.3,98.9,5.3,100.0,A
195285,5.1,98.5,3.3,64.3,C
195286,26.4,93.0,4.7,100.0,A
195287,17.3,86.6,2.1,81.4,B
195288,13.9,100.0,4.6,83.6,B
195289,17.0,63.8,6.2,82.8,B
195290,14.2,92.4,6.0,83.4,B
195291,13.0,99.4,5.4,79.5,B
195292,18.8,89.9,4.6,100.0,A
195293,10.9,78.9,4.4,80.5,B
195294,15.0,94.0,5.5,86.7,A
195295,9.9,91.1,7.7,81.5,B
195296,19.9,69.5,5.0,100.0,A
195297,22.3,90.7,2.6,100.0,A
195298,11.4,76.6,8.7,92.9,A
195299,10.0,92.5,5.9,71.0,B
195300,16.4,91.3,6.7,97.1,A
195301,19.7,92.3,6.0,94.8,A
195302,19.5,77.2,4.6,93.4,A
195303,20.7,87.4,8.4,98.9,A
195304,22.7,78.1,8.5,89.7,A
195305,15.2,95.4,5.5,81.5,B
195306,9.4,77.7,6.4,81.2,B
195307,14.6,92.1,7.3,92.9,A
195308,19.3,77.9,7.8,82.3,B
195309,22.6,98.3,4.3,100.0,A
195310,7.0,97.5,8.4,66.9,C
195311,19.2,87.4,5.1,100.0,A
195312,6.5,72.3,4.5,67.2,C
195313,17.6,100.0,10.0,100.0,A
195314,22.8,87.9,8.8,100.0,A
195315,17.4,81.0,7.5,84.6,B
195316,17.1,99.9,5.2,88.1,A
195317,5.0,72.6,6.0,73.6,B
195318,16.5,81.1,6.0,85.6,A
195319,1.3,87.0,6.9,53.2,D
195320,7.9,71.1,3.1,66.4,C
195321,14.8,77.5,7.4,77.5,B
195322,24.6,85.8,5.9,100.0,A
195323,13.1,100.0,5.5,79.7,B
195324,9.8,89.7,5.9,70.8,B
195325,8.7,94.5,5.6,70.3,B
195326,11.7,73.5,6.8,69.8,C
195327,27.3,89.0,3.0,100.0,A
195328,11.5,84.0,9.1,86.0,A
195329,14.0,92.2,4.3,78.4,B
195330,14.6,90.2,4.0,100.0,A
195331,7.0,89.9,5.9,72.0,B
195332,18.7,68.8,7.8,100.0,A
195333,15.9,83.0,4.5,83.4,B
195334,12.0,89.8,5.5,79.3,B
195335,21.0,76.5,4.6,95.9,A
195336,5.6,94.9,7.5,63.5,C
195337,9.8,67.6,3.0,86.2,A
195338,15.1,82.8,6.6,100.0,A
195339,3.8,80.7,6.0,71.5,B
195340,8.1,76.9,6.5,66.1,C
195341,16.5,92.0,4.8,84.2,B
195342,20.8,100.0,7.3,100.0,A
195343,0.0,81.4,3.7,56.9,C
195344,4.7,86.2,4.9,71.3,B
195345,16.0,80.8,1.3,88.2,A
195346,16.2,92.6,6.6,75.0,B
195347,7.5,87.4,2.1,76.9,B
195348,30.2,72.9,7.9,100.0,A
195349,24.3,100.0,4.9,100.0,A
195350,14.1,75.9,4.7,78.7,B
195351,14.3,77.8,4.5,80.1,B
195352,17.3,84.1,4.8,93.3,A
195353,21.4,84.2,4.4,100.0,A
195354,10.7,86.7,6.6,71.6,B
195355,21.8,85.4,7.8,99.8,A
195356,12.2,80.1,6.0,81.1,B
195357,0.0,80.1,7.0,58.1,C
195358,21.6,86.7,8.9,97.5,A
195359,18.6,83.3,5.9,100.0,A
195360,18.2,84.9,6.2,100.0,A
195361,11.3,88.3,5.3,82.2,B
195362,14.9,80.0,7.3,89.9,A
195363,6.0,94.6,5.8,64.8,C
195364,21.6,79.8,6.4,100.0,A
195365,11.8,78.2,10.0,82.7,B
195366,11.7,100.0,7.1,88.3,A
195367,10.3,72.3,10.0,97.9,A
195368,15.0,90.7,1.5,99.3,A
195369,22.2,86.7,7.9,100.0,A
195370,3.5,87.1,4.3,56.8,C
195371,11.8,92.3,4.8,84.6,B
195372,40.0,87.7,5.4,100.0,A
195373,9.0,83.0,1.5,70.5,B
195374,19.6,82.8,3.1,100.0,A
195375,19.9,84.4,6.1,100.0,A
195376,12.9,78.7,2.1,71.8,B
195377,18.7,97.5,2.8,89.7,A
195378,6.4,100.0,3.9,43.4,D
195379,24.6,85.4,9.5,100.0,A
195380,15.5,72.5,3.7,90.8,A
195381,10.8,81.5,6.9,84.4,B
195382,23.2,73.4,4.5,100.0,A
195383,5.0,80.8,4.9,58.8,C
195384,11.6,89.0,6.7,84.1,B
195385,36.2,89.9,2.4,100.0,A
195386,6.5,100.0,3.0,71.1,B
195387,10.0,88.4,8.0,71.2,B
195388,18.4,90.7,3.9,86.3,A
195389,4.1,87.3,4.3,74.8,B
195390,11.6,75.1,8.6,77.0,B
195391,12.4,74.0,4.9,70.8,B
195392,21.6,95.0,6.4,100.0,A
195393,16.7,94.6,10.0,92.1,A
195394,27.0,99.7,4.8,100.0,A
195395,20.4,90.0,5.4,100.0,A
195396,11.4,84.0,8.8,68.0,C
195397,19.9,85.4,4.4,85.5,A
195398,15.2,80.5,6.4,77.1,B
195399,19.7,78.8,4.4,100.0,A
195400,14.5,85.8,3.2,82.7,B
195401,1.0,86.9,7.3,62.8,C
195402,16.1,76.8,5.0,93.1,A
195403,18.3,97.9,3.2,100.0,A
195404,12.2,72.1,4.0,65.9,C
195405,9.7,79.2,6.2,80.9,B
195406,18.6,86.3,7.2,100.0,A
195407,9.4,86.0,7.3,69.4,C
195408,13.8,80.6,5.6,74.5,B
195409,23.5,81.0,5.4,100.0,A
195410,12.9,100.0,5.7,82.2,B
195411,18.2,100.0,7.7,100.0,A
195412,21.7,90.8,6.1,97.7,A
195413,1.2,86.5,7.5,50.1,D
195414,16.3,100.0,10.0,80.4,B
195415,20.6,95.4,5.9,100.0,A
195416,11.6,92.1,7.8,94.1,A
195417,6.5,76.3,4.8,67.4,C
195418,22.4,82.9,5.4,94.8,A
195419,8.9,100.0,5.4,86.9,A
195420,21.7,82.8,3.3,100.0,A
195421,14.7,98.3,4.1,89.8,A
195422,26.3,99.1,8.0,100.0,A
195423,17.8,90.9,7.3,98.5,A
195424,6.5,84.8,5.2,49.7,D
195425,27.2,82.4,10.0,100.0,A
195426,20.3,95.6,4.2,100.0,A
195427,8.4,87.1,7.4,79.8,B
195428,20.2,86.6,4.3,100.0,A
195429,23.5,94.4,6.4,93.7,A
195430,16.4,76.7,7.3,98.2,A
195431,6.4,80.5,2.9,75.3,B
195432,13.4,99.3,5.5,80.6,B
195433,14.1,79.1,4.7,90.5,A
195434,10.3,86.4,6.0,76.8,B
195435,2.7,85.0,4.1,35.3,F
195436,6.4,81.8,5.7,63.1,C
195437,18.9,75.3,7.8,91.0,A
195438,10.8,74.5,4.5,93.6,A
195439,6.0,88.8,6.9,72.3,B
195440,31.2,70.6,8.2,100.0,A
195441,12.6,92.9,4.9,100.0,A
195442,16.5,100.0,10.0,80.9,B
195443,19.1,100.0,1.9,94.2,A
195444,12.2,92.5,9.0,73.1,B
195445,9.9,86.0,6.8,75.9,B
195446,6.0,89.7,7.5,77.7,B
195447,23.8,83.5,6.3,100.0,A
195448,23.6,82.1,8.2,100.0,A
195449,17.2,85.3,7.0,84.5,B
195450,15.4,76.6,4.6,100.0,A
195451,0.0,81.7,6.7,42.0,D
195452,17.9,75.9,4.1,81.5,B
195453,5.0,94.8,5.9,48.6,D
195454,14.1,94.5,7.5,88.5,A
195455,19.1,91.3,4.3,95.8,A
195456,9.5,84.9,2.9,86.7,A
195457,14.9,69.4,4.8,95.8,A
195458,7.2,69.5,2.3,52.7,D
195459,22.0,100.0,3.7,100.0,A
195460,19.5,87.4,7.5,100.0,A
195461,16.8,78.5,3.3,94.3,A
195462,14.0,86.1,5.3,100.0,A
195463,21.6,68.7,6.9,80.3,B
195464,20.6,80.2,3.9,100.0,A
195465,16.6,75.0,7.7,100.0,A
195466,7.0,84.6,5.1,62.5,C
195467,9.5,97.9,4.8,84.9,B
195468,8.9,86.6,5.4,62.7,C
195469,22.7,71.5,6.3,100.0,A
195470,29.5,97.8,7.5,100.0,A
195471,13.9,83.1,4.3,85.0,B
195472,15.7,84.7,3.8,84.1,B
195473,20.6,79.3,5.1,100.0,A
195474,13.6,78.4,7.0,91.1,A
195475,16.3,98.9,7.3,100.0,A
195476,8.5,95.5,1.6,73.8,B
195477,8.4,71.0,5.3,64.7,C
195478,11.9,78.4,4.6,91.9,A
195479,24.9,91.0,0.4,100.0,A
195480,23.5,78.6,7.1,100.0,A
195481,12.6,91.6,8.8,72.8,B
195482,26.3,100.0,5.5,100.0,A
195483,23.6,78.1,7.6,100.0,A
195484,4.7,69.9,7.5,61.3,C
195485,21.0,84.8,7.3,100.0,A
195486,13.4,88.6,8.8,79.4,B
195487,18.6,83.7,5.5,100.0,A
195488,25.6,73.9,5.4,100.0,A
195489,11.3,94.4,7.3,63.1,C
195490,8.4,82.2,4.2,65.2,C
195491,7.5,88.5,3.7,71.5,B
195492,7.0,91.5,3.9,58.8,C
195493,14.3,74.5,7.0,83.4,B
195494,12.8,80.9,2.8,88.0,A
195495,22.1,88.8,10.0,95.0,A
195496,0.0,78.5,9.1,48.7,D
195497,24.0,80.4,7.3,100.0,A
195498,28.9,93.3,7.3,100.0,A
195499,14.8,87.8,3.8,80.3,B
195500,27.2,90.0,6.9,100.0,A
195501,14.7,79.2,9.1,74.8,B
195502,25.7,99.7,4.2,100.0,A
195503,8.5,80.3,10.0,69.6,C
195504,15.9,65.4,6.0,100.0,A
195505,17.5,83.2,10.0,75.9,B
195506,6.3,89.1,7.3,72.8,B
195507,29.9,81.1,6.8,100.0,A
195508,15.1,86.1,7.0,90.5,A
195509,12.7,98.3,6.6,94.8,A
195510,9.5,82.2,7.0,77.0,B
195511,15.0,96.4,6.1,72.5,B
195512,13.8,64.3,7.5,76.7,B
195513,23.0,87.8,2.9,100.0,A
195514,25.2,76.7,7.2,100.0,A
195515,21.3,88.0,3.5,95.7,A
195516,20.5,71.5,8.5,100.0,A
195517,16.5,82.2,4.2,95.9,A
195518,0.0,87.5,8.3,36.0,F
195519,18.3,77.6,6.7,100.0,A
195520,15.3,100.0,2.8,92.5,A
195521,17.2,98.4,6.8,100.0,A
195522,18.0,82.0,0.0,87.9,A
195523,14.8,87.0,8.0,85.3,A
195524,23.6,100.0,3.7,100.0,A
195525,16.4,92.2,5.9,82.8,B
195526,12.6,91.4,8.3,71.0,B
195527,13.5,83.6,5.1,91.9,A
195528,15.7,86.4,2.8,74.9,B
195529,20.5,80.5,6.7,100.0,A
195530,11.2,100.0,6.4,72.1,B
195531,15.1,97.5,3.8,76.5,B
195532,11.0,91.3,7.7,69.3,C
195533,17.8,86.6,6.6,100.0,A
195534,23.3,83.8,9.2,100.0,A
195535,7.4,88.9,7.6,74.9,B
195536,15.7,65.5,7.1,73.9,B
195537,30.2,85.1,7.1,100.0,A
195538,14.3,60.7,6.4,94.9,A
195539,13.2,75.1,8.0,97.7,A
195540,9.4,78.6,7.2,69.6,C
195541,13.9,72.1,6.1,86.6,A
195542,13.2,82.1,7.6,82.2,B
195543,3.8,100.0,5.5,76.1,B
195544,8.0,97.8,9.0,78.6,B
195545,19.4,89.5,4.6,89.0,A
195546,5.2,87.8,6.2,78.5,B
195547,11.6,100.0,3.6,86.5,A
195548,2.3,80.6,7.3,51.5,D
195549,9.2,88.1,5.8,86.2,A
195550,8.4,91.3,5.3,58.6,C
195551,17.7,77.4,6.6,100.0,A
195552,24.3,85.6,6.0,100.0,A
195553,16.8,100.0,6.2,100.0,A
195554,16.2,94.8,4.1,95.3,A
195555,26.8,74.1,6.5,100.0,A
195556,13.8,90.0,4.5,80.3,B
195557,3.1,73.7,4.6,54.8,D
195558,15.5,95.1,4.5,100.0,A
195559,14.1,83.5,8.4,73.0,B
195560,11.8,84.9,5.8,80.5,B
195561,19.9,76.0,6.1,94.0,A
195562,13.9,84.7,5.3,81.3,B
195563,22.7,83.6,4.7,100.0,A
195564,11.6,87.1,6.0,84.3,B
195565,19.6,98.6,4.4,97.8,A
195566,2.4,67.4,4.0,61.0,C
195567,18.7,78.9,3.3,98.2,A
195568,15.7,91.5,8.4,100.0,A
195569,21.3,84.1,4.2,100.0,A
195570,30.8,81.7,6.0,100.0,A
195571,22.4,100.0,5.7,100.0,A
195572,2.5,90.4,5.1,64.9,C
195573,11.9,94.0,10.0,60.7,C
195574,8.2,88.1,7.6,53.0,D
195575,12.8,84.6,6.4,86.2,A
195576,27.0,76.8,5.8,100.0,A
195577,0.8,73.1,6.9,44.0,D
195578,19.7,90.2,7.7,92.4,A
195579,13.7,88.0,2.5,80.5,B
195580,8.8,90.3,2.9,77.5,B
195581,16.5,76.7,6.8,95.4,A
195582,14.5,94.4,3.9,79.8,B
195583,19.2,72.9,4.7,100.0,A
195584,9.3,81.0,4.2,82.6,B
195585,7.2,100.0,8.2,80.1,B
195586,12.4,84.6,6.9,71.0,B
195587,20.8,82.0,4.9,100.0,A
195588,26.3,97.9,8.0,100.0,A
195589,15.2,80.5,3.1,83.9,B
195590,21.3,87.3,5.9,99.4,A
195591,17.4,92.7,7.3,86.2,A
195592,18.8,66.3,10.0,86.7,A
195593,12.2,100.0,7.7,84.7,B
195594,22.5,71.2,3.7,100.0,A
195595,12.4,93.1,10.0,66.3,C
195596,0.2,100.0,4.7,39.7,F
195597,12.2,82.6,6.1,79.2,B
195598,3.6,75.5,0.2,54.8,D
195599,30.5,87.2,7.8,100.0,A
195600,22.2,71.3,9.0,100.0,A
195601,15.7,77.0,5.4,99.2,A
195602,11.5,71.7,8.0,96.6,A
195603,24.6,84.6,2.0,100.0,A
195604,9.8,79.4,2.0,81.6,B
195605,30.6,89.5,3.6,100.0,A
195606,10.9,92.5,7.6,86.9,A
195607,15.5,82.2,5.0,100.0,A
195608,20.9,87.4,8.0,100.0,A
195609,10.8,92.0,10.0,66.0,C
195610,14.4,82.0,8.3,95.4,A
195611,16.3,82.3,4.8,78.4,B
195612,11.3,92.7,6.4,82.5,B
195613,18.7,90.5,8.6,100.0,A
195614,6.4,94.2,3.9,77.2,B
195615,0.0,87.2,3.6,61.0,C
195616,2.3,89.7,6.0,65.9,C
195617,13.5,95.1,6.1,98.1,A
195618,16.8,78.2,0.9,100.0,A
195619,9.4,76.5,8.6,69.0,C
195620,17.1,74.7,5.6,72.8,B
195621,25.3,91.6,6.0,100.0,A
195622,17.6,92.9,8.7,91.7,A
195623,19.8,100.0,1.1,96.4,A
195624,10.9,88.0,3.6,79.9,B
195625,20.0,72.0,3.3,97.8,A
195626,14.2,85.8,5.0,81.4,B
195627,15.4,97.7,4.1,77.6,B
195628,1.7,86.9,6.7,52.7,D
195629,15.6,91.0,4.6,79.8,B
195630,24.2,100.0,6.2,100.0,A
195631,1.8,92.4,7.8,33.4,F
195632,15.0,78.6,7.7,84.0,B
195633,28.2,86.8,5.0,100.0,A
195634,1.5,94.1,7.3,58.4,C
195635,30.8,76.4,6.9,100.0,A
195636,20.8,90.7,7.5,100.0,A
195637,20.5,87.0,4.7,96.8,A
195638,21.2,88.5,3.9,100.0,A
195639,14.1,75.6,4.9,68.3,C
195640,10.7,76.4,8.6,84.6,B
195641,0.4,85.0,10.0,48.8,D
195642,12.3,87.2,3.5,100.0,A
195643,14.5,88.4,4.5,73.9,B
195644,15.3,95.1,7.5,92.5,A
195645,21.9,95.7,3.2,100.0,A
195646,0.0,84.8,3.3,63.9,C
195647,6.5,82.5,5.8,54.8,D
195648,11.6,98.9,6.9,86.4,A
195649,21.6,84.1,5.8,100.0,A
195650,12.5,93.6,4.6,94.4,A
195651,22.4,92.1,4.4,100.0,A
195652,18.0,85.4,6.4,90.9,A
195653,15.9,62.5,8.1,100.0,A
195654,13.7,93.9,4.7,76.9,B
195655,20.2,83.3,7.1,100.0,A
195656,12.7,88.1,4.7,76.1,B
195657,11.0,71.5,4.6,74.7,B
195658,12.3,79.3,8.3,71.0,B
195659,8.1,80.2,5.5,58.4,C
195660,27.5,66.2,4.5,100.0,A
195661,21.7,84.9,7.3,100.0,A
195662,19.6,89.0,3.1,100.0,A
195663,7.6,75.7,6.7,86.1,A
195664,20.1,89.2,6.8,95.6,A
195665,8.5,67.8,5.6,79.1,B
195666,25.8,78.8,7.2,100.0,A
195667,21.0,93.7,8.8,100.0,A
195668,10.8,75.0,4.7,66.1,C
195669,11.1,79.5,6.9,74.7,B
195670,13.3,86.6,3.0,82.1,B
195671,30.4,91.9,5.2,100.0,A
195672,13.3,87.3,4.7,87.5,A
195673,19.1,91.4,3.6,79.8,B
195674,16.3,79.8,6.5,87.7,A
195675,11.1,80.1,6.9,80.8,B
195676,2.2,99.6,4.7,55.0,C
195677,19.4,76.0,7.5,92.5,A
195678,18.0,81.8,5.3,100.0,A
195679,17.1,90.2,7.0,95.3,A
195680,27.7,80.0,7.0,100.0,A
195681,7.9,87.3,4.3,69.7,C
195682,18.9,79.9,5.0,87.1,A
195683,13.4,91.1,8.8,100.0,A
195684,27.3,80.6,1.6,99.7,A
195685,15.6,70.8,4.1,88.0,A
195686,26.3,96.9,5.5,100.0,A
195687,3.4,68.3,7.4,53.6,D
195688,6.5,73.2,6.8,55.2,C
195689,7.4,82.9,4.9,84.7,B
195690,10.8,85.0,4.2,70.6,B
195691,5.5,71.9,7.2,51.3,D
195692,34.6,96.9,6.3,100.0,A
195693,5.5,80.7,7.9,74.6,B
195694,2.7,83.6,7.9,45.6,D
195695,11.9,89.4,6.7,99.2,A
195696,3.0,77.1,5.8,68.1,C
195697,7.1,67.5,5.0,62.4,C
195698,17.6,99.2,7.5,81.0,B
195699,16.9,80.0,1.5,91.9,A
195700,5.8,90.6,2.4,73.5,B
195701,16.0,83.4,7.7,85.7,A
195702,24.7,88.3,8.7,100.0,A
195703,16.0,80.5,4.2,98.1,A
195704,10.0,79.1,5.2,70.4,B
195705,4.1,89.2,4.9,78.8,B
195706,14.7,90.5,4.8,86.9,A
195707,7.4,65.3,4.6,60.0,C
195708,7.7,81.9,5.8,70.5,B
195709,0.0,84.6,7.9,58.1,C
195710,17.7,92.9,5.4,81.3,B
195711,4.2,71.8,6.3,76.9,B
195712,20.4,84.4,4.0,100.0,A
195713,16.7,84.9,2.5,100.0,A
195714,12.6,77.5,5.1,76.5,B
195715,18.4,99.1,8.7,94.5,A
195716,28.4,85.6,4.5,100.0,A
195717,6.5,99.2,3.7,72.4,B
195718,12.0,100.0,4.5,83.3,B
195719,0.0,74.8,4.8,47.4,D
195720,8.0,79.2,9.2,65.0,C
195721,21.9,80.9,7.7,87.4,A
195722,12.3,80.9,1.8,83.1,B
195723,15.6,72.7,7.5,84.7,B
195724,6.3,86.7,8.7,69.5,C
195725,14.5,96.3,6.4,83.4,B
195726,3.7,81.2,3.7,71.4,B
195727,9.9,77.0,6.6,76.7,B
195728,21.0,78.4,5.7,99.1,A
195729,21.4,93.5,7.1,82.3,B
195730,4.5,79.2,3.4,53.3,D
195731,0.0,89.6,8.5,52.7,D
195732,8.7,100.0,6.9,68.9,C
195733,29.4,91.9,8.0,100.0,A
195734,15.5,75.4,7.7,83.4,B
195735,18.8,76.7,3.8,100.0,A
195736,5.1,88.5,8.6,67.0,C
195737,24.4,84.4,8.0,99.3,A
195738,4.2,73.5,8.3,62.1,C
195739,20.4,85.7,8.0,97.9,A
195740,14.5,73.3,3.6,77.2,B
195741,10.0,90.0,5.0,84.7,B
195742,13.8,91.7,7.1,78.8,B
195743,7.8,89.5,9.3,68.4,C
195744,26.6,83.7,5.9,100.0,A
195745,19.3,84.8,6.7,100.0,A
195746,11.1,67.1,8.8,68.9,C
195747,20.3,92.0,6.5,100.0,A
195748,20.8,68.5,5.7,100.0,A
195749,15.3,89.6,9.7,74.0,B
195750,21.6,99.6,4.2,100.0,A
195751,17.5,85.2,8.8,97.5,A
195752,19.9,70.7,7.1,97.8,A
195753,30.6,82.2,8.1,100.0,A
195754,14.2,82.2,5.2,81.6,B
195755,24.2,87.7,8.2,100.0,A
195756,19.1,82.1,5.0,82.8,B
195757,13.4,86.6,4.9,56.1,C
195758,18.0,99.4,6.9,100.0,A
195759,9.2,85.8,5.7,97.3,A
195760,18.6,80.0,5.6,87.0,A
195761,23.5,98.7,5.7,100.0,A
195762,13.4,81.8,3.8,85.6,A
195763,5.5,87.8,6.6,52.5,D
195764,8.1,86.9,6.8,74.0,B
195765,11.0,81.8,2.1,80.2,B
195766,19.7,100.0,5.6,97.9,A
195767,19.8,88.3,7.8,96.3,A
195768,14.1,94.2,2.8,78.2,B
195769,16.1,92.4,5.6,77.6,B
195770,12.2,87.2,5.6,92.5,A
195771,21.3,90.3,5.8,100.0,A
195772,14.6,86.6,6.0,86.5,A
195773,0.0,91.7,6.3,63.8,C
195774,8.1,89.4,5.5,91.9,A
195775,20.1,84.4,5.5,90.3,A
195776,16.1,96.4,3.3,92.3,A
195777,12.1,84.2,3.1,72.0,B
195778,0.0,80.7,5.9,64.9,C
195779,21.2,86.5,4.2,100.0,A
195780,30.1,100.0,7.4,100.0,A
195781,28.8,100.0,10.0,100.0,A
195782,11.7,82.4,6.9,74.0,B
195783,13.0,79.9,6.7,83.0,B
195784,21.1,94.0,9.2,94.8,A
195785,15.6,80.6,3.6,80.8,B
195786,15.9,86.2,5.9,95.2,A
195787,0.0,99.5,4.8,53.8,D
195788,9.3,87.9,5.0,91.4,A
195789,13.6,91.5,5.5,90.9,A
195790,27.4,83.6,8.4,100.0,A
195791,27.3,95.0,6.7,100.0,A
195792,7.2,82.8,5.3,62.8,C
195793,6.4,72.2,4.7,53.0,D
195794,26.8,81.5,7.8,100.0,A
195795,22.8,87.8,4.7,100.0,A
195796,11.7,61.1,5.3,80.2,B
195797,12.7,73.9,4.3,87.9,A
195798,7.0,76.5,6.3,86.8,A
195799,6.5,84.3,8.6,53.3,D
195800,3.8,100.0,3.0,62.2,C
195801,14.1,74.1,4.2,86.2,A
195802,12.1,85.6,9.5,48.6,D
195803,0.7,82.3,8.3,36.2,F
195804,12.4,82.7,5.9,68.6,C
195805,13.0,100.0,9.3,90.2,A
195806,21.4,82.6,8.3,100.0,A
195807,17.1,62.9,7.3,75.4,B
195808,6.0,81.6,6.2,76.3,B
195809,21.4,84.1,9.3,100.0,A
195810,5.4,91.9,5.1,70.7,B
195811,13.7,80.9,5.9,73.4,B
195812,8.8,93.6,5.3,69.1,C
195813,23.6,62.8,3.6,100.0,A
195814,8.0,88.7,5.7,74.8,B
195815,0.0,96.5,8.2,61.8,C
195816,24.6,84.7,4.8,100.0,A
195817,9.6,88.9,4.2,73.9,B
195818,15.0,100.0,5.8,86.0,A
195819,14.4,100.0,7.2,100.0,A
195820,6.8,89.4,5.6,68.9,C
195821,18.9,86.3,2.9,100.0,A
195822,14.5,89.2,9.3,91.7,A
195823,12.9,91.1,5.0,98.0,A
195824,12.7,73.9,5.6,68.0,C
195825,2.2,81.2,6.5,42.8,D
195826,15.9,79.3,2.3,90.5,A
195827,19.7,83.8,6.7,95.9,A
195828,8.3,86.6,9.6,90.2,A
195829,21.5,99.6,3.4,98.9,A
195830,0.0,92.7,3.2,51.5,D
195831,18.3,89.8,7.6,100.0,A
195832,14.5,91.0,5.4,99.8,A
195833,25.5,83.5,6.3,100.0,A
195834,7.3,84.3,9.9,73.8,B
195835,14.0,81.1,7.4,82.7,B
195836,18.9,98.6,2.9,100.0,A
195837,24.0,88.6,7.6,100.0,A
195838,5.2,78.9,3.7,70.9,B
195839,27.4,91.6,6.9,100.0,A
195840,0.0,82.6,6.8,59.4,C
195841,14.8,65.9,4.1,70.7,B
195842,16.3,76.7,7.3,100.0,A
195843,5.3,84.5,8.1,44.6,D
195844,19.1,86.7,8.0,100.0,A
195845,15.3,100.0,5.7,93.0,A
195846,13.4,80.6,6.2,99.4,A
195847,12.0,95.4,4.2,82.5,B
195848,17.0,75.5,7.9,100.0,A
195849,15.2,83.4,7.7,82.6,B
195850,19.7,87.8,4.7,100.0,A
195851,7.8,87.1,8.8,63.2,C
195852,11.0,73.8,5.1,68.8,C
195853,26.2,92.8,7.2,100.0,A
195854,0.0,86.2,2.6,68.0,C
195855,17.1,84.8,7.2,93.0,A
195856,4.9,88.7,3.3,76.0,B
195857,13.1,94.4,9.2,82.4,B
195858,14.5,71.5,8.1,82.3,B
195859,22.9,100.0,1.5,100.0,A
195860,5.6,73.9,6.1,61.1,C
195861,13.7,84.1,3.7,79.7,B
195862,16.9,84.3,4.0,90.9,A
195863,15.0,86.5,6.0,88.7,A
195864,17.3,90.6,7.6,88.3,A
195865,20.8,96.3,6.6,100.0,A
195866,4.9,71.4,6.0,64.8,C
